stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments
IR,2018-12-31,-52200000.0,5100000.0,-1500000.0,13200000.0,-13000000.0,,,180400000.0,444500000.0,-8600000.0,-40700000.0,-172100000.0,269400000,-80200000.0,-373000000.0,-337600000.0,-235000000.0,69600000,6800000.0,
IR,2017-12-31,-56800000.0,24900000.0,-43400000.0,-65700000.0,-22700000.0,,,173800000.0,200500000.0,15200000.0,-3600000.0,137500000.0,18400000,31900000.0,-17400000.0,-868600000.0,-60800000.0,39900000,898200000.0,
IR,2016-12-31,-74400000.0,-61800000.0,-6700000.0,-48800000.0,23500000.0,,,172700000.0,165600000.0,-13000000.0,-14100000.0,27500000.0,-36600000,58500000.0,-43000000.0,-25500000.0,-82100000.0,58100000,3300000.0,
WWD,2019-09-30,-99066000.0,10006000.0,-2238000.0,-30512000.0,-49185000.0,-39066000.0,,142004000.0,390608000.0,-7003000.0,-110311000.0,15479000.0,259602000,-20476000.0,-265599000.0,-150028000.0,-102527000.0,77086000,36044000.0,-4471000.0
WWD,2018-09-30,-127140000.0,-13384000.0,-7037000.0,-6494000.0,-7660000.0,-34003000.0,,116131000.0,299292000.0,-12681000.0,-110311000.0,-3958000.0,180378000,-1440000.0,605998000.0,637906000.0,-896567000.0,-3880000,9132000.0,-235000.0
WWD,2017-09-30,-92336000.0,36450000.0,-7037000.0,-53151000.0,-10857000.0,-29745000.0,,80917000.0,307537000.0,2604000.0,-71751000.0,6462000.0,200507000,-13019000.0,-211813000.0,-124512000.0,-91866000.0,63367000,14195000.0,-3273000.0
WWD,2016-09-30,-175692000.0,208015000.0,-863000.0,-9190000.0,-17658000.0,-26606000.0,,69036000.0,435379000.0,-1552000.0,-125541000.0,-1112000.0,180838000,-12289000.0,-260993000.0,-123875000.0,-173946000.0,17461000,15892000.0,-4918000.0
OSB,2019-12-31,-146000000.0,58000000.0,-15000000.0,13000000.0,-7000000.0,-86000000.0,,136000000.0,19000000.0,3000000.0,-48000000.0,-108000000.0,-42000000,-1000000.0,20000000.0,168000000.0,-150000000.0,-52000000,1000000.0,
OSB,2018-12-31,-210000000.0,94000000.0,-15000000.0,19000000.0,6000000.0,-411000000.0,,134000000.0,608000000.0,-5000000.0,-98000000.0,-113000000.0,371000000,-1000000.0,-505000000.0,168000000.0,-211000000.0,28000000,4000000.0,
OSB,2017-12-31,-240000000.0,-7000000.0,-15000000.0,-33000000.0,-37000000.0,-101000000.0,,107000000.0,608000000.0,10000000.0,-98000000.0,80000000.0,436000000,-1000000.0,-294000000.0,-200000000.0,-244000000.0,53000000,7000000.0,
OSB,2016-12-31,-95000000.0,37000000.0,-15000000.0,-20000000.0,-10000000.0,-26000000.0,,94000000.0,313000000.0,-15000000.0,-98000000.0,152000000.0,183000000,-1000000.0,-52000000.0,-30000000.0,-94000000.0,25000000,4000000.0,
KRG,2019-12-31,-53278000.0,12606000.0,-18293000.0,3170000.0,,-133258000.0,-542000.0,114083000.0,137962000.0,,-533000.0,7307000.0,-534000,-6265000.0,-547249000.0,-395515000.0,416594000.0,-2099000,350000.0,-798000.0
KRG,2018-12-31,-59304000.0,66231000.0,-30917000.0,-642000.0,,-106316000.0,-777000.0,127155000.0,154383000.0,,-350000.0,13330000.0,-46567000,-13396000.0,-289386000.0,-151879000.0,148333000.0,-990000,76000.0,-9973000.0
KRG,2017-12-31,-72433000.0,-7356000.0,-16290000.0,-3442000.0,,-101128000.0,-4276000.0,145454000.0,154623000.0,,-835000.0,3264000.0,11874000,-11569000.0,-149325000.0,-31100000.0,-2034000.0,-5832000,28000.0,-1400000.0
KRG,2016-12-31,-94611000.0,-9379000.0,-13689000.0,-512000.0,,-94669000.0,-2524000.0,149404000.0,155362000.0,,-1125000.0,-18445000.0,1183000,-14366000.0,-90859000.0,14222000.0,-82948000.0,-387000,4402000.0,-1400000.0
BLUE,2019-12-31,-71028000.0,161673000.0,,,,,,13638000.0,-564384000.0,,,-35390000.0,-789608000,39191000.0,21187000.0,,507807000.0,6926000,21187000.0,584059000.0
BLUE,2018-12-31,-55737000.0,105801000.0,,,,,,13358000.0,-413426000.0,,,-355169000.0,-555625000,57498000.0,737692000.0,,-679435000.0,-38258000,735611000.0,-623698000.0
BLUE,2017-12-31,-62242000.0,54246000.0,,,,,,9738000.0,-280553000.0,,,478991000.0,-335643000,-14244000.0,1076174000.0,,-316630000.0,1550000,1039801000.0,-254388000.0
BLUE,2016-12-31,-28029000.0,45256000.0,,,,,,5848000.0,-189647000.0,,,118997000.0,-263507000,7733000.0,241534000.0,,67110000.0,11223000,241896000.0,95139000.0
LYTS,2019-06-30,-2618000.0,19748000.0,,74000.0,-326000.0,-5184000.0,,10221000.0,11491000.0,,-114000.0,-2212000.0,-16339000,-4171000.0,-11117000.0,-5819000.0,-2586000.0,1382000,,
LYTS,2018-06-30,-3406000.0,29735000.0,,-1943000.0,-3591000.0,-5154000.0,,10222000.0,11500000.0,,-286000.0,139000.0,-19541000,-499000.0,-9493000.0,-4338000.0,-1868000.0,-1874000,,
LYTS,2017-06-30,-6633000.0,5173000.0,,4948000.0,535000.0,-5048000.0,,8262000.0,21250000.0,,-494000.0,-30796000.0,3000000,-2180000.0,46569000.0,49499000.0,-98615000.0,2287000,,
LYTS,2016-06-30,-10211000.0,4305000.0,,-3369000.0,-2784000.0,-4214000.0,,6677000.0,18125000.0,,-363000.0,7426000.0,9482000,5116000.0,-556000.0,49499000.0,-10143000.0,-1401000,,
CVLY,2019-12-31,-3103000.0,-6425000.0,95271000.0,,,-6017000.0,-5150000.0,3582000.0,16636000.0,,-5169000.0,34809000.0,18647000,296000.0,50920000.0,-34137000.0,-32747000.0,0,972000.0,-5991000.0
CVLY,2018-12-31,-2754000.0,-575000.0,110754000.0,,,-5539000.0,550000.0,2423000.0,20950000.0,,-158000.0,17258000.0,19542000,144000.0,77856000.0,-28473000.0,-81548000.0,0,1272000.0,6972000.0
CVLY,2017-12-31,-2157000.0,6277000.0,120311000.0,,,-4559000.0,-2938000.0,2357000.0,16689000.0,,-163000.0,5492000.0,12004000,-3429000.0,85361000.0,-31142000.0,-96558000.0,0,914000.0,36046000.0
CVLY,2016-12-31,-2314000.0,806000.0,170016000.0,,,-4190000.0,-8120000.0,2343000.0,18479000.0,,-103000.0,16547000.0,13102000,2673000.0,141806000.0,-12873000.0,-143738000.0,0,956000.0,14237000.0
KERN,2019-06-30,,4230052.0,,-1669557.0,,,,,-9048595.0,,,19794888.0,-12306547,-224428.0,10000000.0,,18843483.0,921885,,
KERN,2018-06-30,,169784.0,,-329013.0,,,,,-3743881.0,,,-2743881.0,-2488309,110286.0,1000000.0,,18843483.0,-1206629,,
KERN,2017-06-30,,207364.0,,-218563.0,,,,,-4862161.0,,,-1445734.0,-7019095,39253.0,3416427.0,,18843483.0,2128880,,
NWHM,2019-12-31,-41000.0,11737000.0,,2283000.0,123239000.0,,,257000.0,121258000.0,,-1530000.0,36889000.0,-8037000,-2574000.0,-84635000.0,-83105000.0,266000.0,-14347000,,307000.0
NWHM,2018-12-31,-246000.0,26166000.0,,4959000.0,-157705000.0,,,431000.0,-139685000.0,,-9545000.0,-81428000.0,-14216000,-21189000.0,57955000.0,67500000.0,302000.0,15669000,,370000.0
NWHM,2017-12-31,-195000.0,9035000.0,,4670000.0,-114930000.0,,,449000.0,-90863000.0,,-590000.0,92889000.0,17152000,2307000.0,194302000.0,202355000.0,-10550000.0,-9546000,,-11902000.0
NWHM,2016-12-31,-439000.0,3081000.0,,-3737000.0,-71388000.0,,,511000.0,-42812000.0,,-648000.0,-15173000.0,21022000,1528000.0,25249000.0,27783000.0,2390000.0,6171000,,219000.0
SON,2019-12-31,-195934000.0,-129772000.0,-5714000.0,59615000.0,2631000.0,-170253000.0,603000.0,239140000.0,425850000.0,941000.0,-9608000.0,24894000.0,291785000,-5965000.0,77200000.0,262775000.0,-479097000.0,-25383000,,
SON,2018-12-31,-192574000.0,27568000.0,-35000000.0,38193000.0,-6150000.0,-161434000.0,1335000.0,236245000.0,589898000.0,-6639000.0,-14561000.0,-134523000.0,313560000,3876000.0,-273654000.0,-62659000.0,-444128000.0,-4380000,,
SON,2017-12-31,-188913000.0,-15495000.0,-35000000.0,-43773000.0,-16067000.0,-153137000.0,2791000.0,217625000.0,348254000.0,10771000.0,-6335000.0,-2314000.0,175345000,-43787000.0,203237000.0,362709000.0,-564576000.0,4226000,,
SON,2016-12-31,-186741000.0,-65707000.0,2695000.0,-44672000.0,-11515000.0,-146364000.0,-8142000.0,205182000.0,398679000.0,-5049000.0,-106739000.0,74792000.0,286434000,1494000.0,-315696000.0,-65288000.0,-3142000.0,5550000,,
FTV,2019-12-31,-112500000.0,-6400000.0,-11300000.0,-166900000.0,118800000.0,-162800000.0,1800000.0,426200000.0,1271400000.0,7100000.0,,26800000.0,738900000,93200000.0,2802900000.0,2977000000.0,-4054600000.0,67600000,,
FTV,2018-12-31,-112300000.0,-1800500000.0,-3700000.0,-105900000.0,-73400000.0,-131500000.0,960800000.0,260800000.0,1344400000.0,-40600000.0,,216300000.0,2913800000,65700000.0,879100000.0,-366100000.0,-1966600000.0,83900000,,
FTV,2017-12-31,-111100000.0,19300000.0,14800000.0,-55400000.0,17500000.0,-97200000.0,-23500000.0,158300000.0,1176400000.0,52500000.0,,158900000.0,1044500000,35500000.0,599700000.0,682100000.0,-1669700000.0,-43300000,,
FTV,2016-12-31,-110100000.0,67900000.0,-3299700000.0,33800000.0,-31300000.0,-48400000.0,-19600000.0,160900000.0,1136900000.0,-26700000.0,,803200000.0,872300000,36300000.0,3800000.0,3351900000.0,-310800000.0,-3000000,,
CRBP,2019-12-31,-2742541.0,12027488.0,-2571552.0,2318935.0,,,,1229784.0,-45720728.0,,,-9999782.0,-71453718,12252847.0,38463487.0,357979.0,-2742541.0,-2096064,40677060.0,
CRBP,2018-12-31,-2300416.0,8102293.0,-690181.0,12500000.0,,,,493938.0,-30067255.0,,,-20948018.0,-55672139,5392129.0,11419653.0,57189.0,-2300416.0,-883476,12052645.0,
CRBP,2017-12-31,-707429.0,6599562.0,-2940685.0,1000000.0,,,,255652.0,-27796628.0,,,47504229.0,-32421612,-404238.0,76008286.0,57272.0,-707429.0,-2825992,78891699.0,
CRBP,2016-12-31,-353032.0,3253615.0,-63830.0,-1000000.0,,,,87664.0,-13571227.0,,,2817607.0,-19998675,2106716.0,16741866.0,106563.0,-353032.0,1979453,16699133.0,
FSV,2019-12-31,-46628000.0,268752000.0,-49467000.0,-17396000.0,-7107000.0,-22044000.0,-1504000.0,79557000.0,107808000.0,462000.0,,54447000.0,-251610000,18302000.0,561142000.0,429859000.0,-614965000.0,12666000,202794000.0,
FSV,2018-12-31,-40597000.0,32241000.0,-17750000.0,-37100000.0,-5780000.0,-18780000.0,-6158000.0,52772000.0,99461000.0,-754000.0,,12950000.0,65865000,6184000.0,20442000.0,62288000.0,-106199000.0,-9579000,3682000.0,
FSV,2017-12-31,-36257000.0,28299000.0,-14042000.0,-38604000.0,-821000.0,-17141000.0,-3831000.0,42049000.0,115635000.0,414000.0,,10060000.0,51452000,36057000.0,-26328000.0,17422000.0,-79661000.0,9624000,4518000.0,
FSV,2016-12-31,-29122000.0,22687000.0,-6805000.0,-21077000.0,-4542000.0,-15471000.0,-10869000.0,36969000.0,109005000.0,162000.0,,-2176000.0,33597000,18320000.0,19500000.0,49385000.0,-130843000.0,10122000,1906000.0,
JILL,2020-02-01,,,,,,,,,,,,,-128567000,,,,,0,,
JILL,2019-02-02,,,,,,,,,,,,,30525000,,,,,471000,,
JILL,2018-02-03,,,,,,,,,,,,,55365000,,,,,15322000,,
JILL,2017-01-28,,,,,,,,,,,,,24075000,,,,,-2630000,,
LQDT,2019-09-30,-5938000.0,10638000.0,,-2012000.0,3948000.0,,,3891000.0,-6242000.0,-541000.0,-44000.0,-21951000.0,-19260000,-5933000.0,546000.0,,-15714000.0,2097000,590000.0,-10000000.0
LQDT,2018-09-30,-4174000.0,-1945000.0,,6582000.0,8120000.0,,,3199000.0,619000.0,131000.0,-44000.0,-35900000.0,-11615000,-7274000.0,404000.0,,-37054000.0,1413000,404000.0,-20000000.0
LQDT,2017-09-30,-7805000.0,19129000.0,,-1611000.0,-3507000.0,,,5396000.0,-31653000.0,518000.0,-44000.0,-40165000.0,-39187000,-16195000.0,-1106000.0,,-7924000.0,3192000,92000.0,-20000000.0
LQDT,2016-09-30,-6090000.0,60574000.0,,-4408000.0,-4776000.0,,,6502000.0,45838000.0,-418000.0,-44000.0,39048000.0,-59926000,20583000.0,-220000.0,,-6152000.0,232000,9000.0,-20000000.0
IBKR,2019-12-31,-74000000.0,1049000000.0,-386000000.0,-4332000000.0,,-31000000.0,4000000.0,52000000.0,2666000000.0,24000000.0,-27000000.0,2182000000.0,161000000,-2519000000.0,-419000000.0,-1000000.0,-89000000.0,8255000000,26000000.0,-19000000.0
IBKR,2018-12-31,-36000000.0,1039000000.0,-367000000.0,2800000000.0,,-29000000.0,1000000.0,26000000.0,2356000000.0,-79000000.0,-45000000.0,1821000000.0,169000000,-2123000000.0,-399000000.0,2000000.0,-57000000.0,445000000,40000000.0,-22000000.0
IBKR,2017-12-31,-28000000.0,843000000.0,-287000000.0,-10414000000.0,,-28000000.0,2000000.0,25000000.0,1065000000.0,65000000.0,-21000000.0,730000000.0,76000000,4718000000.0,-374000000.0,-59000000.0,-26000000.0,5817000000,21000000.0,-22000000.0
IBKR,2016-12-31,-27000000.0,700000000.0,-236000000.0,-2365000000.0,,-26000000.0,38000000.0,25000000.0,635000000.0,-25000000.0,-26000000.0,415000000.0,84000000,-2456000000.0,-189000000.0,74000000.0,-6000000.0,4647000000,25000000.0,-17000000.0
OCC,2019-10-31,-487554.0,1042988.0,,2424912.0,-620872.0,,,1720562.0,-283797.0,,-944928.0,359917.0,-5669321,-1498068.0,1194111.0,2139039.0,-550397.0,2323012,,
OCC,2018-10-31,-688856.0,2262875.0,,-3873895.0,-693306.0,,,1817597.0,3206248.0,,-172058.0,-713756.0,1068753,2044545.0,-3185609.0,-2950749.0,-734395.0,622444,,
OCC,2017-10-31,-508909.0,911814.0,,-45864.0,-1757483.0,,,1675519.0,-687071.0,,-123796.0,-987895.0,-1738771,346296.0,283043.0,424339.0,-583867.0,-78129,,
OCC,2016-10-31,-635153.0,774431.0,,261999.0,2792114.0,,,2054977.0,3155480.0,,-40150.0,795992.0,-1778822,-305485.0,-1683205.0,-1281013.0,-676283.0,-997163,,
CLRB,2019-12-31,-24542.0,880353.0,,,,,,132798.0,-11693708.0,,,-2695894.0,-14092912,265999.0,9022356.0,-2213.0,-24542.0,1120054,9024569.0,
CLRB,2018-12-31,-384993.0,2283723.0,,,,,,82265.0,-11442092.0,,,3249195.0,-13239027,-310259.0,15021280.0,-3036.0,-329993.0,-258794,9075777.0,
CLRB,2017-12-31,-346703.0,736682.0,,,,,,1546048.0,-11020301.0,,,-1438198.0,-13562290,-192066.0,9928806.0,-89318.0,-346703.0,451325,7869204.0,
CLRB,2016-12-31,-72251.0,-2732370.0,,,,,,356665.0,-8282218.0,,,7586828.0,-6180326,-466696.0,15941297.0,-246079.0,-72251.0,740509,13015594.0,
VISL,2019-12-31,-401000.0,6775000.0,-1799000.0,-867000.0,841000.0,,,3248000.0,-8355000.0,-7000.0,-24000.0,-268000.0,-18047000,-895000.0,8495000.0,-5843000.0,-401000.0,590000,16161000.0,
VISL,2018-12-31,-69000.0,7097000.0,-433000.0,1811000.0,775000.0,,,2685000.0,-6379000.0,-31000.0,-24000.0,-794000.0,-14873000,-1761000.0,5435000.0,5868000.0,181000.0,-2381000,16161000.0,
VISL,2017-12-31,-374000.0,-5098000.0,-900000.0,-1073000.0,2015000.0,,,3475000.0,-4485000.0,63000.0,-24000.0,-6255000.0,-10353000,2184000.0,5041000.0,-2883000.0,-6874000.0,3442000,8824000.0,
VISL,2016-12-31,-12000.0,6094000.0,-2660000.0,-683000.0,1045000.0,,,2235000.0,-8076000.0,63000.0,-24000.0,8686000.0,-20902000,735000.0,16797000.0,-574000.0,-35000.0,24000,492000.0,
BOMN,2019-12-31,-2812228.0,-6795455.0,-1023490.0,-25980.0,,,,17330328.0,9613549.0,,,-1771807.0,-1486923,-4911618.0,49241242.0,18060000.0,-60626598.0,5503197,32204732.0,-48419764.0
BOMN,2018-12-31,-3120951.0,-915258.0,-1614555.0,-2067224.0,,,,8128704.0,38325.0,,,10913269.0,-9113937,-1215955.0,175631127.0,18060000.0,-164756183.0,5221995,177245682.0,-26152365.0
BOMN,2017-12-31,-2268034.0,292249.0,-961953.0,-96264.0,,,,3353926.0,-3186389.0,,,-22613498.0,-6467910,-101664.0,91432110.0,18060000.0,-110859219.0,-166726,92394063.0,-96153728.0
BOMN,2016-12-31,-710974.0,315047.0,-961953.0,8942.0,,,,1637141.0,-1482311.0,,,16375909.0,-3173375,-245579.0,41761318.0,18060000.0,-23903098.0,-24487,41761318.0,-192706.0
SIRI,2019-12-31,-363000000.0,639000000.0,-481000000.0,-137000000.0,11000000.0,-226000000.0,,468000000.0,2017000000.0,,-2309000000.0,55000000.0,914000000,54000000.0,-1959000000.0,1049000000.0,-3000000.0,51000000,8000000.0,47000000.0
SIRI,2018-12-31,-355000000.0,407000000.0,-481000000.0,-42000000.0,-2000000.0,-201000000.0,,301000000.0,1880000000.0,,-1434000000.0,-14000000.0,1176000000,-19000000.0,-1515000000.0,120000000.0,-379000000.0,50000000,8000000.0,-25000000.0
SIRI,2017-12-31,-288000000.0,804000000.0,-123000000.0,-74000000.0,2000000.0,-190000000.0,,299000000.0,1856000000.0,,-1502000000.0,-145000000.0,648000000,85000000.0,-854000000.0,960000000.0,-1147000000.0,83000000,1000000.0,-620000000.0
SIRI,2016-12-31,-205829000.0,517107000.0,-19097000.0,-44188000.0,1932000.0,-48079000.0,,268979000.0,1719237000.0,,-1716342000.0,102101000.0,745933000,62542000.0,-1407012000.0,376158000.0,-210124000.0,158324000,348000.0,-4295000.0
BOOT,2020-03-28,-37195000.0,7929000.0,-1221000.0,5721000.0,-45622000.0,,717000.0,52474000.0,25317000.0,,-532000.0,52949000.0,47949000,-30270000.0,67798000.0,64347000.0,-40166000.0,-13810000,5204000.0,
BOOT,2019-03-30,-27525000.0,7835000.0,-1221000.0,-3706000.0,-27702000.0,,184000.0,18874000.0,63260000.0,,-474000.0,7598000.0,39022000,13511000.0,-23897000.0,-31560000.0,-31765000.0,14191000,8137000.0,
BOOT,2018-03-31,-24418000.0,6800000.0,-520000.0,-35000.0,-24598000.0,,865000.0,17126000.0,44200000.0,,-125000.0,981000.0,28879000,1767000.0,-19666000.0,-22716000.0,-23553000.0,13062000,3695000.0,
BOOT,2017-04-01,-22293000.0,10729000.0,-520000.0,-223000.0,-12761000.0,,865000.0,16674000.0,41151000.0,,-69000.0,840000.0,14197000,889000.0,-16713000.0,-17919000.0,-23598000.0,10501000,1275000.0,
ICMB,2019-06-30,,-12798980.0,-1862166.0,7852354.0,,-13550899.0,,,-13962564.0,,-358573.0,17969468.0,-14542229,-2396551.0,31932032.0,47703670.0,,9706893,,
ICMB,2018-06-30,,-38684842.0,-555909.0,-10135551.0,,-13665207.0,,,-28147866.0,,-390178.0,-24936160.0,15625480,1692790.0,3211706.0,17823000.0,,79450,,
ICMB,2017-06-30,,17206993.0,-258542.0,269936.0,,-17768707.0,,,45311920.0,,-390178.0,-3193658.0,23579465,-338141.0,-48505578.0,-30478329.0,,3661250,,
ICMB,2016-06-30,,58209692.0,-1266458.0,1003094.0,,-18938574.0,,,41320754.0,,-390178.0,-3102426.0,-9344770,-15828401.0,-44423179.0,-18369130.0,,5840095,,
NS,2019-12-31,-533568000.0,351933000.0,-9060000.0,-23480000.0,-866000.0,-380047000.0,-13831000.0,281460000.0,508757000.0,-524000.0,-8771000.0,11336000.0,-105693000,-7748000.0,-177650000.0,205228000.0,-319247000.0,8068000,15000000.0,
NS,2018-12-31,-457452000.0,-21784000.0,-100149000.0,22482000.0,3819000.0,-391447000.0,70736000.0,297874000.0,544207000.0,-1210000.0,-2083000.0,-10648000.0,203328000,22812000.0,-399867000.0,-506188000.0,-153778000.0,8003000,10000000.0,
NS,2017-12-31,-384638000.0,58498000.0,7514000.0,-865000.0,11936000.0,-485139000.0,37880000.0,264232000.0,406799000.0,1720000.0,-2838000.0,-11650000.0,101058000,-1335000.0,1276272000.0,574297000.0,-1696441000.0,-30409000,643878000.0,
NS,2016-12-31,-204358000.0,109714000.0,-3812000.0,-23234000.0,940000.0,-392962000.0,-11063000.0,216736000.0,436761000.0,2721000.0,-2838000.0,-82920000.0,104505000,5913000.0,-211324000.0,-60660000.0,-311078000.0,14071000,27710000.0,
ROSE,2019-12-31,-252165000.0,9295000.0,-799000.0,-2563000.0,,-19120000.0,,150314000.0,167409000.0,,-246000.0,-17166000.0,8415000,259000.0,45820000.0,65985000.0,-230395000.0,-254000,,
ROSE,2018-12-31,-399343000.0,-19396000.0,-4505000.0,-14816000.0,,-10716000.0,,141815000.0,176309000.0,,-749000.0,-4525000.0,58036000,-59000.0,218509000.0,193968000.0,-399343000.0,8590000,,
ROSE,2017-12-31,-271749000.0,-4931000.0,-48127000.0,-8230000.0,,-2305000.0,,37152000.0,37759000.0,,-749000.0,16248000.0,6863000,-451000.0,243986000.0,41967000.0,-265497000.0,7082000,,
ROSE,2016-12-31,-22267000.0,2919000.0,1432000.0,-3091000.0,,-2305000.0,,24965000.0,11461000.0,,-749000.0,-19300000.0,-15189000,53000.0,-8597000.0,-10029000.0,-22164000.0,1691000,,
DAKT,2020-05-02,-18091000.0,689000.0,,,,-8994000.0,,17718000.0,10808000.0,111000.0,-5835000.0,4670000.0,491000,-8090000.0,-1978000.0,12851000.0,-4271000.0,0,,13498000.0
DAKT,2019-04-27,-17268000.0,-17000.0,,,,-12554000.0,,18635000.0,29546000.0,215000.0,-246000.0,5987000.0,-958000,-1108000.0,-11932000.0,-450000.0,-11842000.0,8027000,,7069000.0
DAKT,2018-04-28,-18127000.0,5152000.0,,,,-12424000.0,,17784000.0,30361000.0,-620000.0,-311000.0,-3084000.0,5562000,6635000.0,-13262000.0,-1046000.0,-19563000.0,907000,,-3615000.0
DAKT,2017-04-29,-8502000.0,3299000.0,,,,-11889581.0,,18562000.0,39407000.0,-591000.0,-2086000.0,4313000.0,10342000,1190000.0,-16323000.0,-929000.0,-18180000.0,5822000,,-9877000.0
ACIW,2019-12-31,-23099000.0,19798000.0,-12830000.0,-19054000.0,,,-25199000.0,71903000.0,137649000.0,-1495000.0,-39603000.0,-27104000.0,67062000,-26387000.0,667223000.0,703080000.0,-830481000.0,-45264000,16576000.0,
ACIW,2018-12-31,-18265000.0,16633000.0,-7319000.0,-14760000.0,,,-1467000.0,42850000.0,183932000.0,-2076000.0,-57115000.0,78792000.0,68921000,-3719000.0,-57704000.0,-16042000.0,-45360000.0,19985000,22772000.0,
ACIW,2017-12-31,-25717000.0,35778000.0,-5340000.0,-8243000.0,,,-1467000.0,44224000.0,146197000.0,322000.0,-42698000.0,-6043000.0,5135000,12505000.0,-98148000.0,-66940000.0,-54414000.0,-1261000,16830000.0,
ACIW,2016-12-31,-40812000.0,-89342000.0,-655000.0,-76460000.0,,,-7000000.0,43854000.0,99830000.0,-4873000.0,-63064000.0,-26486000.0,129535000,23471000.0,-251076000.0,-199669000.0,129633000.0,-10905000,12312000.0,
ACAD,2019-12-31,-1129000.0,77658000.0,,-9691000.0,-1737000.0,,,2766000.0,-151130000.0,2000.0,,54883000.0,-235259000,11078000.0,371847000.0,,-165836000.0,4055000,371847000.0,-164707000.0
ACAD,2018-12-31,-2148000.0,82914000.0,,-8747000.0,1926000.0,,,3005000.0,-167470000.0,3000.0,,67691000.0,-245192000,4243000.0,306647000.0,,-71489000.0,-5619000,306647000.0,-69385000.0
ACAD,2017-12-31,-812000.0,75245000.0,,-11440000.0,-1012000.0,,,2713000.0,-217757000.0,-6000.0,,-94102000.0,-289403000,3910000.0,31188000.0,,92473000.0,2230000,31188000.0,93285000.0
ACAD,2016-12-31,-1506000.0,54763000.0,,-5903000.0,-3305000.0,,,1828000.0,-208408000.0,2000.0,,63482000.0,-271393000,10718000.0,533812000.0,,-261924000.0,4884000,533216000.0,-252418000.0
AGNC,2019-12-31,,536000000.0,,,,-1139000000.0,-14705000000.0,,1180000000.0,,-103000000.0,-238000000.0,688000000,-35000000.0,12800000000.0,13410000000.0,-14218000000.0,-9000000,190000000.0,487000000.0
AGNC,2018-12-31,,938000000.0,,,,-974000000.0,10585000000.0,,1113000000.0,,-103000000.0,157000000.0,129000000,-100000000.0,26980000000.0,25343000000.0,-27936000000.0,121000000,2611000000.0,-38521000000.0
AGNC,2017-12-31,,323000000.0,,,,-795000000.0,3026000000.0,,1260000000.0,,-103000000.0,81000000.0,771000000,82000000.0,9882000000.0,9297000000.0,-11061000000.0,81000000,1238000000.0,-14087000000.0
AGNC,2016-12-31,,647000000.0,,,,-799000000.0,4657000000.0,,1352000000.0,,-116000000.0,-1109000000.0,623000000,34000000.0,-5662000000.0,-4747000000.0,3201000000.0,46000000,1238000000.0,-901000000.0
VECO,2019-12-31,-10873000.0,53691000.0,,5796000.0,14969000.0,,,34399000.0,-7416000.0,26000.0,-2980000.0,-83131000.0,-78733000,7928000.0,126000.0,,-75867000.0,-44811000,3106000.0,-65639000.0
VECO,2018-12-31,-12654000.0,375388000.0,,21821000.0,-24678000.0,,,49998000.0,-37738000.0,-4000.0,-14526000.0,-67501000.0,-407088000,10589000.0,-11462000.0,,-18297000.0,-58968000,3064000.0,-2981000.0
VECO,2017-12-31,-24272000.0,717000.0,,10240000.0,6244000.0,,,50095000.0,34993000.0,42000.0,-11610000.0,3139000.0,-51396000,-10559000.0,325940000.0,,-357836000.0,33754000,2992000.0,65980000.0
